2017,AGIB,I,11201,,33001,,00000,AGIB00/I/11201/33001/0000/00000,Sí,274780
2017,AGIB,I,11201,,33099,,00000,AGIB00/I/11201/33099/0000/00000,Sí,4090
2017,AGIB,I,11601,,32999,,00000,AGIB00/I/11601/32999/0000/00000,Sí,17810
2017,AGIB,I,11601,,39905,,00000,AGIB00/I/11601/39905/0000/00000,Sí,130000
2017,AGIB,I,11701,,30901,,00000,AGIB00/I/11701/30901/0000/00000,Sí,53480
2017,AGIB,I,12101,,30315,,00000,AGIB00/I/12101/30315/0000/00000,Sí,160
2017,AGIB,I,12101,,30902,,00000,AGIB00/I/12101/30902/0000/00000,Sí,219800
2017,AGIB,I,12101,,39102,,00000,AGIB00/I/12101/39102/0000/00000,Sí,7270000
2017,AGIB,I,12201,,74300,,00000,AGIB00/I/12201/74300/0000/00000,Sí,175000
2017,AGIB,I,12601,,30101,,00000,AGIB00/I/12601/30101/0000/00000,Sí,180
2017,AGIB,I,13101,,55900,,00000,AGIB00/I/13101/55900/0000/00000,Sí,118000
2017,AGIB,I,13501,,30301,,00000,AGIB00/I/13501/30301/0000/00000,Sí,383710
2017,AGIB,I,13501,,30302,,00000,AGIB00/I/13501/30302/0000/00000,Sí,2046530
2017,AGIB,I,13501,,30305,,00000,AGIB00/I/13501/30305/0000/00000,Sí,408390
2017,AGIB,I,13501,,30317,,00000,AGIB00/I/13501/30317/0000/00000,Sí,26260
2017,AGIB,I,13501,,39999,,00000,AGIB00/I/13501/39999/0000/00000,Sí,357100
2017,AGIB,I,13701,,30306,,00000,AGIB00/I/13701/30306/0000/00000,Sí,319490
2017,AGIB,I,13701,,40000,,15060,AGIB00/I/13701/40000/0000/15060,Sí,4794293
2017,AGIB,I,13801,,30303,,00000,AGIB00/I/13801/30303/0000/00000,Sí,166050
2017,AGIB,I,13901,,30318,,00000,AGIB00/I/13901/30318/0000/00000,Sí,47810
2017,AGIB,I,13901,,30320,,00000,AGIB00/I/13901/30320/0000/00000,Sí,37090
2017,AGIB,I,14101,,54002,,00000,AGIB00/I/14101/54002/0000/00000,Sí,200000
2017,AGIB,I,14101,,55000,,00000,AGIB00/I/14101/55000/0000/00000,Sí,1800
2017,AGIB,I,14301,,30979,,00000,AGIB00/I/14301/30979/0000/00000,Sí,22350
2017,AGIB,I,14301,,39102,,00000,AGIB00/I/14301/39102/0000/00000,Sí,210580
2017,AGIB,I,14601,,54002,,00000,AGIB00/I/14601/54002/0000/00000,Sí,4344090
2017,AGIB,I,14601,,61900,,00000,AGIB00/I/14601/61900/0000/00000,Sí,2682320
2017,AGIB,I,15101,,30904,,00000,AGIB00/I/15101/30904/0000/00000,Sí,1370
2017,AGIB,I,15101,,30905,,00000,AGIB00/I/15101/30905/0000/00000,Sí,1370
2017,AGIB,I,15101,,30908,,00000,AGIB00/I/15101/30908/0000/00000,Sí,54850
2017,AGIB,I,15101,,30999,,00000,AGIB00/I/15101/30999/0000/00000,Sí,1370
2017,AGIB,I,15101,,39102,,00000,AGIB00/I/15101/39102/0000/00000,Sí,1000
2017,AGIB,I,15101,,39999,,00000,AGIB00/I/15101/39999/0000/00000,Sí,1000
2017,AGIB,I,15201,,30911,,00000,AGIB00/I/15201/30911/0000/00000,Sí,68560
2017,AGIB,I,15201,,30912,,00000,AGIB00/I/15201/30912/0000/00000,Sí,68560
2017,AGIB,I,15201,,30913,,00000,AGIB00/I/15201/30913/0000/00000,Sí,68560
2017,AGIB,I,15201,,30914,,00000,AGIB00/I/15201/30914/0000/00000,Sí,68560
2017,AGIB,I,15201,,30917,,00000,AGIB00/I/15201/30917/0000/00000,Sí,68560
2017,AGIB,I,15201,,30919,,00000,AGIB00/I/15201/30919/0000/00000,Sí,550
2017,AGIB,I,15201,,30921,,00000,AGIB00/I/15201/30921/0000/00000,Sí,1370
2017,AGIB,I,15201,,30927,,00000,AGIB00/I/15201/30927/0000/00000,Sí,6860
2017,AGIB,I,15201,,30999,,00000,AGIB00/I/15201/30999/0000/00000,Sí,12340
2017,AGIB,I,15201,,39102,,00000,AGIB00/I/15201/39102/0000/00000,Sí,80000
2017,AGIB,I,15301,,30928,,00000,AGIB00/I/15301/30928/0000/00000,Sí,6860
2017,AGIB,I,15301,,30993,,00000,AGIB00/I/15301/30993/0000/00000,Sí,5480
2017,AGIB,I,15301,,30999,,00000,AGIB00/I/15301/30999/0000/00000,Sí,47990
2017,AGIB,I,15301,,39102,,00000,AGIB00/I/15301/39102/0000/00000,Sí,40000
2017,AGIB,I,15301,,55900,,00000,AGIB00/I/15301/55900/0000/00000,Sí,1000
2017,AGIB,I,15501,,30968,,00000,AGIB00/I/15501/30968/0000/00000,Sí,1370
2017,AGIB,I,15501,,30969,,00000,AGIB00/I/15501/30969/0000/00000,Sí,68560
2017,AGIB,I,15501,,30970,,00000,AGIB00/I/15501/30970/0000/00000,Sí,1370
2017,AGIB,I,15501,,39102,,00000,AGIB00/I/15501/39102/0000/00000,Sí,100000
2017,AGIB,I,15501,,70000,,17009,AGIB00/I/15501/70000/0000/17009,Sí,68000
2017,AGIB,I,15501,,70000,,17010,AGIB00/I/15501/70000/0000/17010,Sí,9000
2017,AGIB,I,15501,,70000,,17011,AGIB00/I/15501/70000/0000/17011,Sí,205000
2017,AGIB,I,15501,,70000,,17012,AGIB00/I/15501/70000/0000/17012,Sí,200000
2017,AGIB,I,15501,,70000,,17013,AGIB00/I/15501/70000/0000/17013,Sí,6000
2017,AGIB,I,15501,,70000,,17014,AGIB00/I/15501/70000/0000/17014,Sí,21000
2017,AGIB,I,15501,,70000,,17015,AGIB00/I/15501/70000/0000/17015,Sí,15000
2017,AGIB,I,15501,,70000,,17016,AGIB00/I/15501/70000/0000/17016,Sí,35000
2017,AGIB,I,15501,,70000,,17017,AGIB00/I/15501/70000/0000/17017,Sí,72000
2017,AGIB,I,15501,,70100,,15025,AGIB00/I/15501/70100/0000/15025,Sí,26000
2017,AGIB,I,15501,,70100,,15027,AGIB00/I/15501/70100/0000/15027,Sí,24158
2017,AGIB,I,15501,,70100,,16025,AGIB00/I/15501/70100/0000/16025,Sí,26000
2017,AGIB,I,15501,,70100,,16027,AGIB00/I/15501/70100/0000/16027,Sí,24158
