2017,AGIB,G,02101,111A01,11000,00,00000,AGIB00/G/02101/111A01/11000/00/00000,Sí,140899
2017,AGIB,G,02101,111A01,11002,00,00000,AGIB00/G/02101/111A01/11002/00/00000,Sí,5268
2017,AGIB,G,02101,111A01,12000,00,00000,AGIB00/G/02101/111A01/12000/00/00000,Sí,15839
2017,AGIB,G,02101,111A01,12001,00,00000,AGIB00/G/02101/111A01/12001/00/00000,Sí,41087
2017,AGIB,G,02101,111A01,12002,00,00000,AGIB00/G/02101/111A01/12002/00/00000,Sí,61698
2017,AGIB,G,02101,111A01,12003,00,00000,AGIB00/G/02101/111A01/12003/00/00000,Sí,171162
2017,AGIB,G,02101,111A01,12004,00,00000,AGIB00/G/02101/111A01/12004/00/00000,Sí,23500
2017,AGIB,G,02101,111A01,12005,00,00000,AGIB00/G/02101/111A01/12005/00/00000,Sí,119101
2017,AGIB,G,02101,111A01,12100,00,00000,AGIB00/G/02101/111A01/12100/00/00000,Sí,192287
2017,AGIB,G,02101,111A01,12101,00,00000,AGIB00/G/02101/111A01/12101/00/00000,Sí,353591
2017,AGIB,G,02101,111A01,12103,00,00000,AGIB00/G/02101/111A01/12103/00/00000,Sí,20461
2017,AGIB,G,02101,111A01,12119,00,00000,AGIB00/G/02101/111A01/12119/00/00000,Sí,45074
2017,AGIB,G,02101,111A01,12199,00,00000,AGIB00/G/02101/111A01/12199/00/00000,Sí,86479
2017,AGIB,G,02101,111A01,13000,00,00000,AGIB00/G/02101/111A01/13000/00/00000,Sí,1
2017,AGIB,G,02101,111A01,13005,00,00000,AGIB00/G/02101/111A01/13005/00/00000,Sí,1
2017,AGIB,G,02101,111A01,13006,00,00000,AGIB00/G/02101/111A01/13006/00/00000,Sí,1
2017,AGIB,G,02101,111A01,13009,00,00000,AGIB00/G/02101/111A01/13009/00/00000,Sí,1
2017,AGIB,G,02101,111A01,15000,00,00000,AGIB00/G/02101/111A01/15000/00/00000,Sí,94890
2017,AGIB,G,02101,111A01,15100,00,00000,AGIB00/G/02101/111A01/15100/00/00000,Sí,100130
2017,AGIB,G,02101,111A01,16000,00,00000,AGIB00/G/02101/111A01/16000/00/00000,Sí,550000
2017,AGIB,G,02101,111A01,16205,00,00000,AGIB00/G/02101/111A01/16205/00/00000,Sí,1
2017,AGIB,G,02101,111A01,16209,00,00000,AGIB00/G/02101/111A01/16209/00/00000,Sí,75000
2017,AGIB,G,02101,111A01,16309,00,00000,AGIB00/G/02101/111A01/16309/00/00000,Sí,1
2017,AGIB,G,02101,111A01,22109,00,00000,AGIB00/G/02101/111A01/22109/00/00000,Sí,50000
2017,AGIB,G,02101,111A01,22601,00,00000,AGIB00/G/02101/111A01/22601/00/00000,Sí,25000
2017,AGIB,G,02101,111A01,22602,00,00000,AGIB00/G/02101/111A01/22602/00/00000,Sí,50000
2017,AGIB,G,02101,111A01,22606,00,00000,AGIB00/G/02101/111A01/22606/00/00000,Sí,75000
2017,AGIB,G,02101,111A01,22609,00,00000,AGIB00/G/02101/111A01/22609/00/00000,Sí,10000
2017,AGIB,G,02101,111A01,22701,00,00000,AGIB00/G/02101/111A01/22701/00/00000,Sí,265000
