2018,0,Deuda pública
2018,1,Funcionamiento institucional y administración general
2018,2,Servicios públicos generales
2018,3,Protección y promocioón social
2018,4,Producción de bienes públicos de carácter social
2018,5,Producción de bienes públicos de carácter económico
2018,7,Fomento y reglulación de sectores productivos
2018,8,Fondo de contingencia
2018,9,Soporte financiero a otras administraciones públicas
2018,1,Funcionamiento institucional y administración general
2018,4,Producción de bienes públicos de carácter social
2018,01,Deuda Pública
2018,11,Alta dirección de la Comunidad Autónoma y del Gobierno
2018,12,Administración y servicios generales
2018,13,Relaciones institucionales y procesos electorales
2018,14,Regulación económica
2018,15,"Transparencia, comunicación y participación"
2018,21,Justicia
2018,22,Seguridad y protección civil
2018,23,Relaciones exteriores y cooperación para el desarrollo
2018,31,Protección social
2018,32,Promoción social
2018,41,Salud
2018,42,Educación
2018,43,Vivienda
2018,44,Consuma
2018,45,Cultura
2018,46,Deportes
2018,51,Infraestructuras básicas y transportes
2018,52,Transportes
2018,53,Ordenación del territorio y urbanismo
2018,54,"Investigación científica, técnica y aplicada"
2018,55,Sociedad de la información y del conocimiento y telecomunicaciones
2018,56,Ciclo del agua
2018,57,Actuaciones ambientales
2018,58,Ingraestructura agrarias y rurales
2018,59,Otras actuaciones de carácter económico
2018,71,"Agricultura, ganaderia y pesca"
2018,72,Industria
2018,73,Energía
2018,75,Turismo
2018,76,Comercio
2018,81,Fondo de contingencia
2018,91,Soporte financiero a otras administraciones públicas
2018,14,Regulación económica
2018,41,Salud
2018,011,Deuda pública
2018,111,Alta dirección de la Comunidad Autònoma IB
2018,121,Servicios generales y función pública
2018,126,Otros servicios generales
2018,131,Relaciones institucionales
2018,141,Política económica y presupuestaria
2018,151,"Transparencia, comunicación y participación"
2018,211,Actuaciones en materia de justicia
2018,222,Seguridad y órden público
2018,223,Protecció civil
2018,231,Relaciones exteriores
2018,232,Cooperación internacional
2018,313,Servicios sociales
2018,314,Pensiones y otras prestaciones económicas
2018,322,Promoción del empleo
2018,323,Promoción sociocultural
2018,324,Relaciones laborales
2018,411,Administració general de salud
2018,413,Acciones públicas relativas a la salud
2018,421,Administración general de educación
2018,422,Enseñanza
2018,423,Promoción educativa
2018,431,Vivienda
2018,441,"Ordenación, control e información sobre el consumo"
2018,451,Administración general de cultura
2018,455,Promoción culturañ
2018,461,Deportes
2018,511,Administración general de infraestructuras básicas y transportes
2018,521,Transporte terrestre
2018,522,Transportes aéreos y marinos
2018,531,Ordenación del territorio
2018,541,Investigación y documentación científica
2018,542,Investigación técnica y aplicada
2018,551,Sociedad de la información y del conocimiento i telecomunicaciones
2018,561,Recursos hidráulicos
2018,562,Saneamiento i abastecimiento de aguas
2018,571,Protección y conservación del medio natural
2018,572,Prevención y control ambiental
2018,581,Infraestructuras para el desarrollo rural
2018,591,Cartografia y estadística
2018,711,"Administración general de agricultura, ganaderia y pesca"
2018,714,Ordenación de las producciones y regulación de los mercados
2018,718,Protección de los recursos pesqueros y reforma estructural del sector
2018,722,Actuaciones administrativas sobre las industrias
2018,723,Reconversión y modernización del sector industrial
2018,731,Planificación y producción energética
2018,751,Ordenación y promoción turística
2018,761,Comercio
2018,811,Fondo de contingencia
2018,912,Soporte financiero a corporaciones locales
2018,142,Gestión del sistema tributario
2018,411,Administració general de salud
2018,412,"Hospitales, servicios asistenciales y centros de salut"
2018,011A,Amortización y gastos financieros de deuda pública
2018,111A,Actividad legislativa
2018,111B,Control externo de las administraciones
2018,111C,Asesoramiento consultivo institucional
2018,111D,"Asesoramiento en materia social, económica y laboral"
2018,111E,Control del patrimonio de los altros cargos
2018,111F,Control de los medios de comunicación audiovisuales
2018,121A,Servicios generales de la Presidencia del Gobierno
2018,121B,Dirección y servicios generales de Presidencia
2018,121C,Coordinación de programas del Gobierno
2018,121G,Formación y selección del personal
2018,121H,Gestión de los recursos humanos
2018,121I,Salud y prevención de riesgos laborales en la administración
2018,121L,"Dirección y servicios generales de Trabajo, Comercio e Industria"
2018,126B,Publicaciones y BOIB
2018,126E,Servicios de la abogació y coordinación de los servicios jurídicos de la CAIB
2018,126F,Servicios comunes generales
2018,126H,"Asesoramiento, estudio, investigación y difusión normativa"
2018,126I,Gestión del parque móvil
2018,126J,Gestión de la central de contratación
2018,126K,Gestión de la Junta Consultiva de Contratación
2018,126L,Servicios comunes tecnológicos
2018,126M,Contratación centralizada
2018,131A,Relaciones con el Parlamento de las IB
2018,131B,Relaciones y cooperación con otras administraciones públicas y otros entes públicos
2018,131C,Fomento de la participación de centros y casas regionales
2018,131D,Políticas de Memoria
2018,141A,Dirección y servicios generales de hacienda y administraciones públicas
2018,141B,Planificación presupuestaria y financiación
2018,141C,Gestión contable y control interno
2018,141D,Planificación y ordenación de la política económica
2018,141E,Gestión de tesoreria y política financiera
2018,141F,Organización y gestión del patrimonio de la Comunidad Autónoma
2018,141G,Gestión de los fondos procedentes de la UE
2018,151A,Comunicación institucional
2018,151C,"Calidad, transparencia y participación"
2018,151D,Participación y voluntariado
2018,211A,Colaboraciones institucionales en materia de justicia
2018,222A,Seguridad en los edificios administrativos de la CAIB
2018,222B,Actividades clasificadas y espectáculos
2018,222C,Actuación de policias
2018,223A,Emergencias
2018,231A,Coordinación de la acción exterior del Gobierno
2018,231B,Fomento y relaciones con comunidades baleares ubicadas en el exterior
2018,232A,Cooperación internacional
2018,313B,Atención a la discapacidad
2018,313C,Medidas judiciales y prevención del delito
2018,313D,Atención a la dependencia
2018,313F,Protección y defensa de los derechos de los menores
2018,313G,Família y unidades de convivencia
2018,313I,Planificación y ordenación social
2018,313J,Integración social de inmigrantes
2018,313K,Dirección y servicios generales de Servicios Sociales y Cooperación
2018,314A,Pensiones y prestaciones econòmicas
2018,322A,Empleo y inserción laboral específicos
2018,322B,Gestión de las relaciones laborales
2018,322D,Fomento y gestión del empleo en las IB
2018,322E,"Impulso del Turismo Sostenible (ITS), proyectos de ocupación"
2018,323A,Protección y fomento de la integración y de la participación social de la juventud
2018,323C,"Promoción, protección y servicios para la mujer"
2018,324A,Salud y prevención de riesgos laborales
2018,411A,Dirección y servicios generales de Salud
2018,411D,"Planificación, evaluación y cartera de servicios"
2018,411E,Financiación de la sanidad pública
2018,413A,"Acreditación, docencia y investigación en salud"
2018,413B,Programas de salud pública
2018,413C,Sanidad ambiental y alimentaria
2018,413D,Coordinación de los centros insulares
2018,413E,Plan autonómico de drogas
2018,413F,"Planificación, control y gestión del medicamento y de los servicios farmacéuticos"
2018,421A,"Dirección y servicios generales de Educación, y Universidad"
2018,421B,Ordenación general del sistema educativo
2018,421C,Planificación educativa y régimen de centros escolares
2018,421D,Formación del profesorado
2018,421E,Proyectos lingüísticos
2018,421F,Política y actuaciones en materia universitaria
2018,421G,Formación profesional i aprendizaje permanente
2018,421H,Inspección educativa
2018,421I,Administración y servicios de ayuda al a enseñanza
2018,421K,Innovación y comunidad educativa
2018,422A,Educación pública
2018,422B,Educación concertada
2018,423B,Otros servicios a la enseñanza
2018,431A,Gestión y fomento de la vivienda social
2018,431B,"Arquitectura, vivienda y protección del patrimonio"
2018,441A,Protección y defensa del consumidor
2018,451A,"Dirección y servicios generales de Cultura, Transparencia y Deportes"
2018,455A,Promoción y servicios de cultura
2018,455B,Planificación y normalización de la lengua catalana
2018,455C,"Impulso del Turismo Sostenible (ITS), proyectos de patrimonio cultural"
2018,461A,Promoción y fomento del deporte
2018,511B,"Dirección y servicios generales de territorio, energía y movilidad"
2018,521A,Infraestructuras básicas
2018,521B,Ordenación e inspección del transporte terrestre
2018,521C,Transporte ferroviario
2018,521D,Transporte por carretera
2018,522A,Puertos y transporte marítimo
2018,522B,Aeropuertos y transporte aéreo
2018,531A,Ordenación del territorio y urbanismo
2018,541A,Investigación y desarrollo tecnológico
2018,541B,"Impulso del Turismo Sostenible (ITS), proyectos de investigacción"
2018,542A,Innovación
2018,551A,"Ordenación, regulación y desarrollo de las telecomunicaciones"
2018,551B,Gestión de sistemas y tecnologias de la información
2018,551C,Medios de comunicación social
2018,561A,"Protección, control y defensa del dominio público hidráulico. Directiva marco del agua"
2018,562A,Abastecimiento de aguas
2018,562B,Saneamiento y depuración de agüas
2018,571A,Gestión de residuos
2018,571B,Educación ambiental
2018,571C,Gestión de espacios naturales
2018,571D,Conservación y mejora del medio natural
2018,571E,Planificación forestal
2018,571F,Especies silvestres
2018,571G,Sanidad forestal
2018,571H,"Impulso del Turismo Sostenible (ITS), proyectos medioambientales"
2018,572A,Seguimiento y control del cambio climático
2018,572B,Calidad ambiental y sostenibilidad
2018,581A,Infraestructuras de regadio
2018,591A,Estadística
2018,591B,Cartografía
2018,711A,"Dirección y servicios generales de Medio Ambiente, Agricultura i Pesca"
2018,714B,Fomento del sector agrario de las IB
2018,718A,Recursos marinos y ordenación del sector de la pesca
2018,722A,Regulación y normativa industrial
2018,723A,Promoción industrial
2018,731A,Fomento de la utilización de energías renovables y del ahorro de energía
2018,751A,"Dirección y servicios generales de Innovación, Investigación y Turismo"
2018,751B,Promoción del turismo
2018,751C,Ordenación del sector y redefinición del modelo turístico
2018,751D,"Impulso del Turismo Sostenible (ITS), proyectos turísticos"
2018,761A,Ordenación y promoción comercial y empresarial
2018,761B,Gestión en materia de juego
2018,811A,Fondo de contingncia
2018,912A,Soporte financiero a los consejos insulares
2018,912B,Soporte financiero a ayuntamientos y a otras entidades locales
2018,142A,Gestión e inspección de tributos
2018,142B,Soporte a la gestión tributaria
2018,411B,Administración y servicios generales de la asistencia sanitaria
2018,411C,Formación del personal sanitario
2018,412A,Atención primaria de salud
2018,412B,Atención especializada de salud
2018,412C,Asistencia sociosanitaria y salud mental
2018,412D,Asistencia sanitaria
2018,011A01,Amortització i despeses financeres de Deute Públic
2018,111A01,Activitat legislativa
2018,111B01,Control extern de les administracions
2018,111C01,Assessorament consultiu institucional
2018,111D01,"Assessorament en matèria social, econòmica i laboral"
2018,111E01,Control patrimonial dels càrrecs públics
2018,111F01,Control del mitjans de comunicació audiovisuals
2018,121A01,Serveis generals de la Presidència del Govern
2018,121A02,Obertura a la ciutadania dels edificis de Presidència
2018,121B01,Direcció i serveis generals de Presidència
2018,121B02,Manteniment i conservació del complex de Marivent
2018,121C01,Coordinació dels programes de Govern
2018,121C02,Polítiques en matèria d'igualtat
2018,121C03,Immersió digital
2018,121G01,Formació i selecció del personal
2018,121H01,Gestió de recursos humans
2018,121I01,Salut i prevenció de riscs laborals a l'Administració
2018,121L01,"Direcció i serveis generals de Treball, Comerç i Indústria"
2018,126B01,Publicacions i Butlletí Oficial Illes Balears
2018,126E01,Serveis de l'Advocacia i coordinació dels serveis jurídics de la CAIB
2018,126F01,Serveis comuns generals
2018,126H01,"Assessorament, estudi, recerca i difusió normativa"
2018,126H02,Publicacions
2018,126I01,Gestió del parc mòbil
2018,126J01,Gestió de la central de contractació
2018,126K01,Gestió de la Junta Consultiva de Contractació
2018,126L01,Serveis comuns tecnològics
2018,126M01,Contractació centralitzada
2018,131A01,Relacions amb el Parlament
2018,131B01,Foment de l'acció cívica
2018,131B02,Rememoració efemèrides pròpies de la Comunitat Autònoma
2018,131C01,Foment de la participació de centres i cases regionals
2018,131D01,Polítiques de Memòria
2018,141A01,Direcció i serveis generals d' Hisenda i Administracions Públiques
2018,141B01,Planificació i política pressupostària
2018,141C01,Gestió comptable i control intern
2018,141D01,Planificació i ordenació de la política econòmica
2018,141E01,Gestió de tresoreria i política financera
2018,141F01,Organització i gestió del Patrimoni de la Comunitat Autònoma
2018,141G01,Gestió dels fons procedents de la Unió Europea
2018,151A01,Publicitat institucional
2018,151A02,Comunicació institucional
2018,151C01,Qualitat al Govern de les Illes Balears
2018,151C02,Atenció i informació a la ciutadania
2018,151C03,Transparència i bona governança
2018,151C04,Responsabilitat social corporativa
2018,151D01,Participació
2018,151D02,Voluntariat
2018,211A01,Col·laboracions institucionals en matèria justícia
2018,222A01,Seguretat als edificis administratius de la CAIB
2018,222B01,Activitats classificades i espectacles
2018,222C01,Actuació de policies
2018,223A01,Emergències
2018,231A01,Participació en organismes interregionals
2018,231A02,Impuls i coordinació de l'acció exterior
2018,231B01,Foment i relacions amb comunitats balears radicades a l'exterior
2018,232A01,Cooperació internacional
2018,232A02,Cooperació amb entitats
2018,313B01,Atenció a la discapacitat
2018,313C01,Mesures judicials i prevenció del delicte
2018,313D01,Atenció a la dependència
2018,313F01,Protecció i defensa dels drets dels menor
2018,313G01,Suport a la infància i a la família
2018,313G02,Programa d'emancipació
2018,313I01,Planificació i ordenació socials
